Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Group,Total_Engagement,Hashtag_List,Hashtag_Count,Word_Count,Character_Count,Continent
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,Happiness & Joy,75.0,"['#radiance', '#springblooms']",2,11,66,Europe
Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23,Admiration & Awe,120.0,"['#wonder', '#stargazingadventure']",2,11,65,Africa
"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35.0,70.0,Belgium,2019,3,2,20,Experience & Theme,105.0,"['#culinaryodyssey', '#flavorsaroundtheworld']",2,10,67,Europe
Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20.0,40.0,Denmark,2022,6,8,15,Happiness & Joy,60.0,"['#euphoria', '#perfectpuzzle']",2,10,60,Europe
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14,Admiration & Awe,53.0,"['#awe', '#architecturalgrandeur']",2,10,76,Europe
Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10,Curiosity & Reflection,53.0,"['#curiosity', '#ancientmysteries']",2,10,70,Oceania
Giddy with excitement as the first snowflakes dance from the sky.,Excitement,2020-12-02 17:30:00,SnowfallEnthusiast,Twitter,#Excitement #SnowfallMagic,22.0,45.0,Canada,2020,12,2,17,Happiness & Joy,67.0,"['#excitement', '#snowfallmagic']",2,11,65,North America
Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,2017-06-10 12:15:00,BreadLover,Instagram,#Contentment #FreshBreadAroma,28.0,55.0,France,2017,6,10,12,Calm & Peace,83.0,"['#contentment', '#freshbreadaroma']",2,12,71,Europe
Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,2021-04-15 14:20:00,NatureResilient,Facebook,#Resilience #StandingTall,35.0,70.0,USA,2021,4,15,14,Confidence & Achievement,105.0,"['#resilience', '#standingtall']",2,13,67,North America
"Lost in the pages of a captivating novel, transported to another world.",Immersion,2019-09-28 19:45:00,Bookworm,Twitter,#Immersion #CaptivatingNovel,20.0,40.0,UK,2019,9,28,19,Experience & Theme,60.0,"['#immersion', '#captivatingnovel']",2,12,71,Europe
Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,2016-12-05 21:00:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25.0,50.0,India,2016,12,5,21,Curiosity & Reflection,75.0,"['#nostalgia', '#familyphotoalbum']",2,11,71,Asia
Spark of inspiration ignites like a shooting star in the night sky.,Spark,2018-02-10 23:30:00,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30.0,60.0,Australia,2018,2,10,23,Happiness & Joy,90.0,"['#spark', '#inspirationignited']",2,12,67,Oceania
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,2023-02-15 08:30:00,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18.0,35.0,Japan,2023,2,15,8,Hope & Optimism,53.0,"['#gratitude', '#warmtea']",2,13,67,Asia
Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,2015-08-22 15:00:00,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22.0,45.0,Brazil,2015,8,22,15,Admiration & Awe,67.0,"['#marvel', '#colorfulstreetmarket']",2,11,67,South America
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,2020-11-20 18:45:00,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28.0,55.0,Germany,2020,11,20,18,Calm & Peace,83.0,"['#serenity', '#tranquilsunset']",2,12,69,Europe
Drowning in sorrow as memories of lost love resurface.,Heartbreak,2019-08-05 21:00:00,LostInLove,Instagram,#Heartbreak #LostLove,15.0,30.0,USA,2019,8,5,21,Sadness & Loss,45.0,"['#heartbreak', '#lostlove']",2,9,54,North America
Numbness sets in as the weight of loneliness grows heavier.,Loneliness,2021-02-12 16:45:00,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18.0,35.0,Canada,2021,2,12,16,Sadness & Loss,53.0,"['#loneliness', '#heavyheart']",2,10,59,North America
"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,2020-11-28 14:20:00,FriendshipsEnd,Facebook,#Grief #LostFriendship,22.0,45.0,UK,2020,11,28,14,Sadness & Loss,67.0,"['#grief', '#lostfriendship']",2,11,70,Europe
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,2016-05-15 22:30:00,LostInDarkness,Instagram,#Despair #EndlessDarkness,28.0,55.0,Australia,2016,5,15,22,Sadness & Loss,83.0,"['#despair', '#endlessdarkness']",2,12,70,Oceania
"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,2018-09-10 13:15:00,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22.0,45.0,Germany,2018,9,10,13,Anger & Resentment,67.0,"['#betrayal', '#shatteredtrust']",2,8,57,Europe
"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,2022-03-20 19:30:00,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25.0,50.0,Brazil,2022,3,20,19,Sadness & Loss,75.0,"['#suffering', '#heartachesymphony']",2,12,68,South America
"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,2017-07-18 17:45:00,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30.0,60.0,India,2017,7,18,17,Fear & Anxiety,90.0,"['#emotionalstorm', '#sadnesswhirlwind']",2,9,62,Asia
"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,2018-12-15 10:00:00,LingeringGhost,Twitter,#Regret #HauntedPast,18.0,35.0,France,2018,12,15,10,Disappointment & Regret,53.0,"['#regret', '#hauntedpast']",2,10,63,Europe
"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,2015-06-28 21:15:00,EchoesOfLoss,Facebook,#Grief #TornApart,28.0,55.0,Italy,2015,6,28,21,Sadness & Loss,83.0,"['#grief', '#tornapart']",2,12,69,Europe
"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,2020-04-02 14:20:00,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35.0,70.0,Japan,2020,4,2,14,Sadness & Loss,105.0,"['#isolation', '#emotionalwinter']",2,12,76,Asia
"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,2019-10-08 18:30:00,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20.0,40.0,Spain,2019,10,8,18,Sadness & Loss,60.0,"['#disappointment', '#crushedhopes']",2,7,65,Europe
"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,2016-11-22 09:45:00,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22.0,45.0,Netherlands,2016,11,22,9,Love & Affection,67.0,"['#lostlove', '#painfulechoes']",2,14,71,Europe
"Heartache deepens, a solitary journey through the abyss of despair.",Despair,2022-08-18 22:00:00,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40.0,80.0,South Africa,2022,8,18,22,Sadness & Loss,120.0,"['#despair', '#abyssofheartache']",2,10,67,Africa
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18.0,35.0,UK,2017,3,12,23,Sadness & Loss,53.0,"['#melancholy', '#quietserenade']",2,10,71,Europe
"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,2015-12-15 16:15:00,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25.0,50.0,Australia,2015,12,15,16,Anger & Resentment,75.0,"['#bitterness', '#woundedheart']",2,12,74,Oceania
"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,2021-09-05 13:30:00,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35.0,70.0,Canada,2021,9,5,13,Sadness & Loss,105.0,"['#exhaustion', '#crushedspirit']",2,10,71,North America
"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,2018-05-22 20:45:00,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18.0,35.0,Germany,2018,5,22,20,Sadness & Loss,53.0,"['#sorrow', '#symphonyofloss']",2,12,67,Europe
"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,2016-07-10 18:20:00,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28.0,55.0,USA,2016,7,10,18,Sadness & Loss,83.0,"['#darkness', '#soulengulfed']",2,10,64,North America
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,2019-04-30 14:00:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22.0,45.0,France,2019,4,30,14,Sadness & Loss,67.0,"['#desperation', '#glimmerofhope']",2,13,73,Europe
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,2022-01-08 11:30:00,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20.0,40.0,Brazil,2022,1,8,11,Sadness & Loss,60.0,"['#ruins', '#shattereddreams']",2,12,71,South America
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,2017-09-10 19:15:00,DreamEchoes,Twitter,#Desolation #ScatteredHope,20.0,40.0,Australia,2017,9,10,19,Sadness & Loss,60.0,"['#desolation', '#scatteredhope']",2,12,74,Oceania
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,2022-04-18 11:30:00,RemorseWalker,Instagram,#Regret #PathOfRemorse,25.0,50.0,Canada,2022,4,18,11,Disappointment & Regret,75.0,"['#regret', '#pathofremorse']",2,12,71,North America
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,2018-12-05 21:45:00,JoyLabyrinth,Facebook,#Grief #LostJoyFootsteps,18.0,35.0,USA,2018,12,5,21,Sadness & Loss,53.0,"['#grief', '#lostjoyfootsteps']",2,14,73,North America
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,2016-06-28 14:20:00,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22.0,45.0,UK,2016,6,28,14,Sadness & Loss,67.0,"['#loneliness', '#crashingwaves']",2,13,80,Europe
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,2019-10-22 17:00:00,PalateStainer,Instagram,#Bitterness #StainedTrust,15.0,30.0,Germany,2019,10,22,17,Anger & Resentment,45.0,"['#bitterness', '#stainedtrust']",2,13,79,Europe
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,2021-03-15 22:45:00,HopeRuins,Facebook,#Desolation #WhisperedLoss,28.0,55.0,Brazil,2021,3,15,22,Sadness & Loss,83.0,"['#desolation', '#whisperedloss']",2,13,71,South America
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,2017-08-10 19:30:00,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22.0,45.0,France,2017,8,10,19,Sadness & Loss,67.0,"['#heartbreak', '#rippleofdespair']",2,15,79,Europe
"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,2023-01-28 14:30:00,InkJournalist,Instagram,#Grief #SilentTears,30.0,60.0,India,2023,1,28,14,Sadness & Loss,90.0,"['#grief', '#silenttears']",2,14,76,Asia
"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,2016-12-12 10:00:00,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25.0,50.0,Italy,2016,12,12,10,Anger & Resentment,75.0,"['#betrayal', '#reverberatingpromises']",2,12,74,Europe
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,2020-07-18 15:15:00,DreamTightrope,Twitter,#Resilience #TightropeWalk,35.0,70.0,Japan,2020,7,18,15,Confidence & Achievement,105.0,"['#resilience', '#tightropewalk']",2,11,77,Asia
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,2022-05-20 20:30:00,EchoedLaughter,Instagram,#Isolation #SilentSolitude,30.0,60.0,South Africa,2022,5,20,20,Sadness & Loss,90.0,"['#isolation', '#silentsolitude']",2,12,78,Africa
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,2019-11-08 14:45:00,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18.0,35.0,Spain,2019,11,8,14,Disappointment & Regret,53.0,"['#regret', '#fadingpossibilities']",2,14,80,Europe
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,2017-03-28 22:00:00,EndlessLabyrinth,Facebook,#Despair #EndlessReverberation,28.0,55.0,Australia,2017,3,28,22,Sadness & Loss,83.0,"['#despair', '#endlessreverberation']",2,13,80,Oceania
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,2020-09-15 18:15:00,RiverOfSorrow,Instagram,#Sorrow #AutumnLeaves,22.0,45.0,Canada,2020,9,15,18,Sadness & Loss,67.0,"['#sorrow', '#autumnleaves']",2,14,79,North America
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,2018-06-10 13:30:00,DreamGardener,Twitter,#Desolation #ShatteredHopes,20.0,40.0,UK,2018,6,10,13,Sadness & Loss,60.0,"['#desolation', '#shatteredhopes']",2,14,83,Europe
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,2016-12-22 21:45:00,CurrencyOfTears,Facebook,#Grief #LostLoveLonging,25.0,50.0,USA,2016,12,22,21,Sadness & Loss,75.0,"['#grief', '#lostlovelonging']",2,14,80,North America
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,2021-01-05 16:20:00,MazeWanderer,Instagram,#Betrayal #ClosingWalls,15.0,30.0,Germany,2021,1,5,16,Anger & Resentment,45.0,"['#betrayal', '#closingwalls']",2,14,78,Europe
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,2019-04-18 11:00:00,StormSeeker,Twitter,#Heartbreak #CalmAfterStorm,22.0,45.0,Brazil,2019,4,18,11,Sadness & Loss,67.0,"['#heartbreak', '#calmafterstorm']",2,14,78,South America
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,2017-08-28 19:30:00,TapestrySorrow,Facebook,#Despair #UnraveledHope,18.0,35.0,India,2017,8,28,19,Sadness & Loss,53.0,"['#despair', '#unraveledhope']",2,14,82,Asia
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,2023-02-10 14:30:00,WitheredRose,Instagram,#Loss #SilentSurrender,28.0,55.0,France,2023,2,10,14,Sadness & Loss,83.0,"['#loss', '#silentsurrender']",2,16,84,Europe
"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,2022-07-10 22:15:00,LoveSongEcho,Instagram,#Heartache #LoveSongLonging,30.0,60.0,Japan,2022,7,10,22,Sadness & Loss,90.0,"['#heartache', '#lovesonglonging']",2,17,82,Asia
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,2019-05-15 21:30:00,MoonlitMemories,Twitter,#Nostalgia #CherishedMemories,18.0,35.0,Italy,2019,5,15,21,Curiosity & Reflection,53.0,"['#nostalgia', '#cherishedmemories']",2,11,77,Europe
"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,2018-11-28 14:00:00,SymphonyOfTears,Facebook,#Grief #MelancholicMelody,22.0,45.0,Germany,2018,11,28,14,Sadness & Loss,67.0,"['#grief', '#melancholicmelody']",2,14,78,Europe
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,2021-03-02 17:45:00,VenomousGarden,Instagram,#Betrayal #PoisonedTrust,25.0,50.0,Canada,2021,3,2,17,Anger & Resentment,75.0,"['#betrayal', '#poisonedtrust']",2,12,85,North America
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,2016-10-18 19:30:00,QuicksandFighter,Twitter,#Despair #DeepDescent,20.0,40.0,USA,2016,10,18,19,Sadness & Loss,60.0,"['#despair', '#deepdescent']",2,14,82,North America
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,2020-08-15 12:30:00,DreamCemetery,Facebook,#Desolation #UntoldSorrows,28.0,55.0,France,2020,8,15,12,Sadness & Loss,83.0,"['#desolation', '#untoldsorrows']",2,11,81,Europe
"Swept away by the river of regret, the currents of the past refusing to release.",Regret,2017-04-28 16:20:00,RegretRiver,Instagram,#Regret #PastCurrents,18.0,35.0,UK,2017,4,28,16,Disappointment & Regret,53.0,"['#regret', '#pastcurrents']",2,15,80,Europe
"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,2019-09-10 21:00:00,HeartAttic,Twitter,#Loss #ForgottenLove,22.0,45.0,Australia,2019,9,10,21,Sadness & Loss,67.0,"['#loss', '#forgottenlove']",2,15,81,Oceania
"In the gallery of broken promises, each shattered vow framed, a painful exhibition.",Betrayal,2022-01-28 13:45:00,PromiseGallery,Facebook,#Betrayal #ShatteredVows,15.0,30.0,Brazil,2022,1,28,13,Anger & Resentment,45.0,"['#betrayal', '#shatteredvows']",2,13,83,South America
"The echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,2016-06-15 22:30:00,EchoedConversation,Instagram,#Solitude #ShadowConversation,30.0,60.0,Spain,2016,6,15,22,Sadness & Loss,90.0,"['#solitude', '#shadowconversation']",2,13,77,Europe
"Dancing on sunshine, each step a celebration of the joy found in simple moments.",Joy,2021-08-20 15:45:00,SunshineDancer,Instagram,#Joy #SimpleMoments,40.0,80.0,USA,2021,8,20,15,Happiness & Joy,120.0,"['#joy', '#simplemoments']",2,14,80,North America
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",Happiness,2018-04-12 18:30:00,EchoedLaughter,Twitter,#Happiness #SpiritLifter,35.0,70.0,Canada,2018,4,12,18,Happiness & Joy,105.0,"['#happiness', '#spiritlifter']",2,14,79,North America
"In the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,2022-02-15 12:20:00,GardenOfJoy,Facebook,#Contentment #InnerPeace,25.0,50.0,UK,2022,2,15,12,Calm & Peace,75.0,"['#contentment', '#innerpeace']",2,14,79,Europe
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",Enthusiasm,2019-10-28 14:15:00,DreamChaser,Instagram,#Enthusiasm #HopefulJourney,30.0,60.0,Australia,2019,10,28,14,Happiness & Joy,90.0,"['#enthusiasm', '#hopefuljourney']",2,13,78,Oceania
"Serenading the stars with a heart full of gratitude, a melody of thankfulness.",Gratitude,2017-12-22 21:00:00,StarSerenader,Twitter,#Gratitude #ThankfulMelody,22.0,45.0,India,2017,12,22,21,Hope & Optimism,67.0,"['#gratitude', '#thankfulmelody']",2,13,78,Asia
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness.",Accomplishment,2020-06-10 17:30:00,GlowAchiever,Facebook,#Accomplishment #HappinessMilestone,28.0,55.0,Germany,2020,6,10,17,Confidence & Achievement,83.0,"['#accomplishment', '#happinessmilestone']",2,13,84,Europe
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony.",Positivity,2016-09-18 19:45:00,DanceHarmony,Instagram,#Positivity #SoulUpliftment,18.0,35.0,France,2016,9,18,19,Happiness & Joy,53.0,"['#positivity', '#soulupliftment']",2,15,82,Europe
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished.",Joy,2023-03-10 14:30:00,LaughterCup,Twitter,#Joy #CherishedMoment,20.0,40.0,Japan,2023,3,10,14,Happiness & Joy,60.0,"['#joy', '#cherishedmoment']",2,13,80,Asia
"Draped in the warmth of kindness, a quilt of compassion stitched with love.",Kindness,2019-05-05 12:15:00,QuiltedCompassion,Facebook,#Kindness #LoveStitches,25.0,50.0,Brazil,2019,5,5,12,Love & Affection,75.0,"['#kindness', '#lovestitches']",2,13,75,South America
"In the garden of friendships, each bloom a testament to the beauty of camaraderie.",Friendship,2018-08-28 16:00:00,FriendshipGarden,Instagram,#Friendship #CamaraderieBlooms,30.0,60.0,South Africa,2018,8,28,16,Love & Affection,90.0,"['#friendship', '#camaraderieblooms']",2,14,82,Africa
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.",Love,2022-11-15 20:45:00,MelodyOfLove,Twitter,#Love #RhythmOfAffection,35.0,70.0,USA,2022,11,15,20,Love & Affection,105.0,"['#love', '#rhythmofaffection']",2,16,87,North America
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",Joy,2019-07-02 17:00:00,ColorfulLaughter,Instagram,#Joy #EndlessSmiles,40.0,80.0,Canada,2019,7,2,17,Happiness & Joy,120.0,"['#joy', '#endlesssmiles']",2,14,83,North America
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor.",Excitement,2021-04-18 14:20:00,SymphonyFervor,Facebook,#Excitement #IgnitedSoul,30.0,60.0,UK,2021,4,18,14,Happiness & Joy,90.0,"['#excitement', '#ignitedsoul']",2,17,93,Europe
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",Surprise,2023-02-05 19:30:00,WrappedDelight,Twitter,#Surprise #WonderfulMoment,25.0,50.0,Australia,2023,2,5,19,Surprise & Wonder,75.0,"['#surprise', '#wonderfulmoment']",2,13,81,Oceania
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",Curiosity,2018-09-22 12:45:00,MazeDiscovery,Instagram,#Curiosity #TreasuresOfDiscovery,22.0,45.0,India,2018,9,22,12,Curiosity & Reflection,67.0,"['#curiosity', '#treasuresofdiscovery']",2,15,86,Asia
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness.",Gratitude,2016-12-10 21:15:00,CloudsOfBlessings,Facebook,#Gratitude #ShowerOfThankfulness,28.0,55.0,Germany,2016,12,10,21,Hope & Optimism,83.0,"['#gratitude', '#showerofthankfulness']",2,13,84,Europe
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance.",Inspiration,2020-05-28 16:00:00,CometCreativity,Twitter,#Inspiration #BrilliantTrails,18.0,35.0,France,2020,5,28,16,Creativity & Inspiration,53.0,"['#inspiration', '#brillianttrails']",2,15,99,Europe
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",Success,2017-11-15 22:30:00,FireworksTriumph,Instagram,#Success #NightSkyTriumph,22.0,45.0,Japan,2017,11,15,22,Confidence & Achievement,67.0,"['#success', '#nightskytriumph']",2,15,93,Asia
"A symphony of laughter, each note a key to unlocking the door of boundless happiness.",Happiness,2021-08-02 19:00:00,LaughterSymphony,Facebook,#Happiness #BoundlessLaughter,30.0,60.0,Brazil,2021,8,2,19,Happiness & Joy,90.0,"['#happiness', '#boundlesslaughter']",2,15,85,South America
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",Thrill,2019-03-28 15:30:00,EmotionCarnival,Instagram,#Thrill #WildHeartRide,35.0,70.0,South Africa,2019,3,28,15,Happiness & Joy,105.0,"['#thrill', '#wildheartride']",2,16,88,Africa
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams.",Reflection,2018-05-12 17:30:00,ParisDreamer,Twitter,#Reflection #ParisianDreams,28.0,55.0,France,2018,5,12,17,Curiosity & Reflection,83.0,"['#reflection', '#parisiandreams']",2,18,103,Europe
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies.",Enchantment,2022-09-28 15:45:00,DisneylandExplorer,Instagram,#Enchantment #ChildhoodFantasies,30.0,60.0,USA,2022,9,28,15,Admiration & Awe,90.0,"['#enchantment', '#childhoodfantasies']",2,16,97,North America
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed.",Excitement,2019-11-10 14:00:00,FerrariSpeedster,Facebook,#Excitement #SymphonyOfSpeed,22.0,45.0,Italy,2019,11,10,14,Happiness & Joy,67.0,"['#excitement', '#symphonyofspeed']",2,15,89,Europe
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy.",Joy,2021-04-02 18:20:00,KeukenhofAdventurer,Instagram,#Joy #SpringtimeColors,35.0,70.0,Netherlands,2021,4,2,18,Happiness & Joy,105.0,"['#joy', '#springtimecolors']",2,17,100,Europe
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions.",Exploration,2017-08-22 21:30:00,KyotoAdventurer,Twitter,#Exploration #JapaneseTraditions,18.0,35.0,Japan,2017,8,22,21,Curiosity & Reflection,53.0,"['#exploration', '#japanesetraditions']",2,17,108,Asia
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur.",Awe,2020-06-15 16:45:00,CanyonMarveler,Instagram,#Awe #EarthsGrandeur,25.0,50.0,USA,2020,6,15,16,Admiration & Awe,75.0,"['#awe', '#earthsgrandeur']",2,16,97,North America
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility.",Serenity,2016-09-10 19:15:00,SantoriniTraveler,Facebook,#Serenity #SunsetHues,22.0,45.0,Greece,2016,9,10,19,Calm & Peace,67.0,"['#serenity', '#sunsethues']",2,16,104,Europe
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization.",Amazement,2023-01-28 13:00:00,PetraExplorer,Twitter,#Amazement #AncientTales,30.0,60.0,Jordan,2023,1,28,13,Admiration & Awe,90.0,"['#amazement', '#ancienttales']",2,15,98,Asia
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city.",Romance,2019-04-18 16:30:00,VeniceRomantic,Instagram,#Romance #TimelessCity,20.0,40.0,Italy,2019,4,18,16,Love & Affection,60.0,"['#romance', '#timelesscity']",2,16,95,Europe
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations.",Awe,2017-11-05 22:00:00,MachuPicchuAdventurer,Facebook,#Awe #AncientCivilizations,28.0,55.0,Peru,2017,11,5,22,Admiration & Awe,83.0,"['#awe', '#ancientcivilizations']",2,16,106,South America
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy.",Excitement,2022-07-20 21:45:00,TimesSquareExplorer,Instagram,#Excitement #UrbanEnergy,35.0,70.0,USA,2022,7,20,21,Happiness & Joy,105.0,"['#excitement', '#urbanenergy']",2,18,101,North America
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor.",Captivation,2018-03-15 17:30:00,ColosseumAdventurer,Twitter,#Captivation #GladiatorTales,25.0,50.0,Italy,2018,3,15,17,Admiration & Awe,75.0,"['#captivation', '#gladiatortales']",2,15,97,Europe
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise.",Serenity,2019-10-28 14:15:00,MaldivesSailor,Facebook,#Serenity #ParadiseWhispers,22.0,45.0,Maldives,2019,10,28,14,Calm & Peace,67.0,"['#serenity', '#paradisewhispers']",2,15,86,Asia
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders.",Wonder,2021-06-10 16:00:00,AmazonExplorer,Instagram,#Wonder #NatureOrchestra,30.0,60.0,Brazil,2021,6,10,16,Admiration & Awe,90.0,"['#wonder', '#natureorchestra']",2,17,103,South America
"Walking the Great Wall of China, each step a testament to ancient engineering marvels.",Awe,2017-08-18 19:30:00,GreatWallWalker,Twitter,#Awe #EngineeringMarvels,18.0,35.0,China,2017,8,18,19,Admiration & Awe,53.0,"['#awe', '#engineeringmarvels']",2,14,86,Asia
